artist,track,album,album_type,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,stream,duration_min,is_feat
John Denver,Rudolph the Red Nosed Reindeer,Rocky Mountain Christmas,album,0.618,0.501,0,-12.861,0.167,0.718,0.0,0.257,0.509,179.615,38883955,1.7877833333333333,0
John Denver,Sunshine On My Shoulders,"Poems, Prayers and Promises",album,0.322,0.168,10,-13.893,0.0336,0.915,0.000223,0.117,0.259,146.68,45866471,5.198216666666666,0
E-40,"Captain Save a Hoe (feat. The Click, D-Shot, B-Legit & Suga T)",The Mail Man,album,0.753,0.514,7,-12.235,0.26,0.0612,0.0,0.292,0.563,166.015,17459002,4.793333333333333,1
E-40,U and Dat (feat. T. Pain & Kandi Girl),My Ghetto Report Card,album,0.858,0.484,6,-7.448,0.277,0.0241,1.8e-06,0.123,0.329,99.992,64109504,3.3786666666666667,1
E-40,"Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version",Big Subwoofer,single,0.92,0.549,11,-5.912,0.257,0.0262,3.1e-06,0.196,0.709,90.004,17541227,4.02645,1
E-40,Tell Me When to Go (feat. Keak da Sneak),My Ghetto Report Card,album,0.857,0.751,1,-7.086,0.323,0.00642,0.000257,0.104,0.293,106.888,34595860,3.961116666666667,1
E-40,Choices (Yup),Sharp On All 4 Corners (Deluxe Edition),album,0.892,0.607,9,-7.232,0.367,0.144,0.000314,0.0909,0.244,120.0,84519884,4.545333333333334,0
E-40,I Stand On That,I Stand On That,single,0.748,0.645,2,-7.644,0.292,0.302,0.0,0.108,0.141,76.474,20911107,4.7362,0
E-40,My Shit Bang,Revenue Retrievin': Graveyard Shift,album,0.719,0.568,6,-8.613,0.477,0.00646,0.0,0.381,0.334,99.712,21368783,4.04755,0
E-40,B*tch,Revenue Retrievin': Day Shift,album,0.853,0.855,5,-5.716,0.118,0.0375,0.0,0.343,0.683,94.976,14464224,3.39045,0
E-40,Function,The Block Brochure: Welcome To The Soil 2,album,0.881,0.564,2,-5.239,0.232,0.00138,0.0,0.0983,0.366,100.032,33993978,4.32,0
Julio Iglesias,Me Olvide De Vivir,Begin the Beguine,album,0.43,0.272,0,-15.526,0.04,0.716,3.87e-05,0.278,0.582,123.948,72083851,4.876216666666667,0
Julio Iglesias,Hey - Spanish,Begin the Beguine,album,0.535,0.311,2,-16.09,0.0343,0.449,0.0,0.187,0.32,103.543,34190005,5.01,0
Julio Iglesias,De Niña a Mujer,De Nina A Mujer,album,0.43,0.25,0,-17.067,0.029,0.702,0.0,0.383,0.413,104.387,23617633,3.3033333333333332,0
Julio Iglesias,Con la Misma Piedra,Moments,album,0.664,0.498,0,-13.824,0.12,0.564,0.0,0.176,0.479,90.469,20824596,3.96445,0
Julio Iglesias,Se Que Volveras,Nana Latina,album,0.533,0.498,2,-9.279,0.0246,0.601,0.00156,0.117,0.241,95.313,30429336,4.38,0
Julio Iglesias,"Soy un Truhán, Soy un Señor",Begin the Beguine,album,0.573,0.426,0,-14.448,0.0349,0.602,0.0,0.393,0.724,98.719,44496646,3.1117833333333333,0
Julio Iglesias,Por El Amor De Una Mujer,A Flor De Piel,album,0.4,0.239,9,-16.343,0.0418,0.509,0.0,0.277,0.336,97.28,24707492,3.824883333333333,0
Julio Iglesias,La Media Vuelta,México & Amigos,album,0.455,0.518,0,-8.213,0.0494,0.0303,0.0,0.109,0.0748,85.985,18235057,3.3053333333333335,0
Julio Iglesias,Crazy,Crazy,album,0.435,0.179,5,-16.606,0.0328,0.811,0.0153,0.135,0.201,106.632,20100532,3.2666666666666666,0
Willie Colón,El Día De Mi Suerte,Lo Mato,album,0.56,0.855,0,-5.232,0.0529,0.605,0.0,0.0532,0.96,97.097,58431116,5.479783333333334,0
Willie Colón,La Murga,Asalto Navideño,album,0.604,0.749,2,-7.591,0.0381,0.65,0.0277,0.0564,0.889,89.013,60528540,5.568,0
Willie Colón,Ché Ché Colé,Crime Pays,album,0.772,0.868,0,-5.183,0.0461,0.535,0.0,0.17,0.917,101.253,33673340,3.5233333333333334,0
Willie Colón,Todo Tiene Su Final,Lo Mato,album,0.498,0.85,5,-6.494,0.042,0.74,0.000273,0.292,0.935,101.299,22573910,5.056216666666667,0
Babasónicos,Irresponsables,Infame,album,0.58,0.929,4,-4.849,0.0388,0.0629,0.000223,0.23,0.884,94.995,110774267,2.6033,0
Babasónicos,El Loco,Jessico,album,0.687,0.387,11,-9.842,0.0273,0.203,0.000335,0.0913,0.602,112.722,80992840,3.0971,0
Babasónicos,Putita,Infame,album,0.477,0.753,0,-6.112,0.0343,0.514,0.00381,0.17,0.521,178.013,89531004,3.7617833333333333,0
Babasónicos,El Colmo,Anoche,album,0.699,0.659,6,-6.091,0.0265,0.014,0.000111,0.0992,0.744,124.053,29526044,2.6797833333333334,0
Babasónicos,Como Eran Las Cosas,Mucho,album,0.696,0.445,1,-9.114,0.0316,0.463,1.72e-05,0.0918,0.591,94.984,56251146,4.008666666666667,0
Babasónicos,Pijamas,Mucho,album,0.624,0.896,1,-6.484,0.0318,0.0877,0.000186,0.0889,0.832,137.984,34749357,3.498666666666667,0
Babasónicos,Carismático,Anoche,album,0.69,0.919,7,-4.696,0.0353,0.0504,0.0,0.152,0.745,137.018,26274099,2.5986666666666665,0
Babasónicos,Risa,Infame,album,0.586,0.71,0,-6.124,0.0308,0.406,0.000326,0.0874,0.384,128.362,34210427,3.1188833333333332,0
Babasónicos,Las Demás,Mucho,album,0.577,0.55,4,-10.611,0.0303,0.282,0.0632,0.098,0.211,127.811,16084982,2.679116666666667,0
Babasónicos,Yegua,Anoche,album,0.663,0.897,11,-5.059,0.029,0.222,0.0,0.533,0.831,137.057,24487999,2.4926666666666666,0
Caifanes,Afuera,El Nervio Del Volcan,album,0.487,0.553,6,-11.197,0.0425,0.209,2.81e-05,0.0992,0.699,126.043,210290566,4.81,0
Caifanes,No Dejes Que...,El Silencio,album,0.613,0.898,2,-7.593,0.0368,0.429,1.29e-06,0.272,0.763,134.033,138349732,4.652666666666667,0
Caifanes,Viento,Caifanes,album,0.586,0.855,11,-5.947,0.0327,0.304,0.0,0.129,0.448,124.917,146750749,3.9388833333333335,0
Caifanes,Aquí No Es Así,El Nervio Del Volcan,album,0.616,0.766,5,-11.095,0.0321,0.0268,1.05e-06,0.329,0.883,105.764,70138895,4.90445,0
Caifanes,Mátenme Porque Me Muero,Caifanes,album,0.439,0.864,0,-5.866,0.0437,0.283,2.01e-05,0.198,0.481,169.228,74184268,3.556,0
Caifanes,Nubes,El Silencio,album,0.721,0.85,9,-8.214,0.0331,0.19,0.00386,0.078,0.873,142.082,51723844,4.566666666666666,0
Caifanes,Ayer Me Dijo un Ave,El Nervio Del Volcan,album,0.666,0.187,1,-18.557,0.0368,0.67,0.0645,0.0873,0.179,123.876,36432362,3.514883333333333,0
Grupo Niche,Algo Que Se Quede,40,album,0.751,0.722,2,-4.197,0.0506,0.457,0.0,0.178,0.788,140.043,42444934,3.6689166666666666,0
Grupo Niche,Cali Pachanguero,No Hay Quinto Malo,album,0.681,0.705,8,-7.806,0.04,0.735,0.0,0.206,0.693,99.845,67057110,4.805483333333333,0
Kenny Rogers,The Gambler,The Gambler,album,0.671,0.501,4,-13.119,0.0594,0.342,0.0,0.194,0.86,87.04,279619636,3.5813333333333333,0
Kenny Rogers,We've Got Tonight,We've Got Tonight,album,0.543,0.227,8,-11.247,0.0298,0.767,4.29e-05,0.103,0.292,123.548,89221098,3.9093333333333335,0
Kenny Rogers,Coward Of The County,Kenny,album,0.652,0.433,7,-12.843,0.0588,0.134,7.37e-06,0.146,0.675,91.471,73612153,4.312216666666667,0
Kenny Rogers,Through The Years - Single Version,Share Your Love,album,0.587,0.393,0,-11.455,0.028,0.225,0.0,0.107,0.271,131.266,58736505,4.767783333333333,0
Kenny Rogers,She Believes In Me,The Gambler,album,0.32,0.413,10,-12.472,0.0314,0.484,4.97e-06,0.346,0.313,142.765,41896606,4.312,0
Kenny Rogers,Lucille,Kenny Rogers,album,0.646,0.362,5,-11.954,0.0312,0.724,0.0,0.134,0.387,142.46,36637544,3.6811166666666666,0
Kenny Rogers,You Decorated My Life,Kenny,album,0.264,0.307,7,-12.36,0.0341,0.662,0.0,0.101,0.153,172.546,41138592,3.63555,0
Miguel Bosé,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,0.276,0.572,1,-7.818,0.0377,0.641,0.0,0.2,0.285,77.986,169769959,3.9577833333333334,0
Miguel Bosé,Morena mía,Sereno,album,0.712,0.676,9,-7.313,0.153,0.191,0.0665,0.125,0.869,79.994,140503008,4.857333333333333,0
Miguel Bosé,Si tú no vuelves,Bajo El Signo De Caín,album,0.74,0.509,6,-6.971,0.0332,0.355,0.0963,0.117,0.133,121.971,117940120,4.638216666666667,0
Miguel Bosé,Amante Bandido,Bandido,album,0.748,0.691,2,-8.88,0.0354,0.0515,0.00256,0.0494,0.762,131.061,98540015,4.356,0
Miguel Bosé,Ay Haiti!,Ay Haiti!,single,0.673,0.753,7,-5.002,0.119,0.272,0.0,0.071,0.424,120.057,61921081,5.189116666666667,0
Miguel Bosé,Aire soy (feat. Ximena Sariñana),Papitwo (Deluxe),album,0.708,0.478,10,-11.466,0.0244,0.187,0.00985,0.0653,0.625,109.002,65367095,4.13415,1
Miguel Bosé,Te Amaré,"""Miguel""",album,0.452,0.302,3,-17.023,0.0355,0.0663,0.0,0.116,0.381,149.163,59209384,3.5288833333333334,0
Miguel Bosé,Como un lobo (Dueto 2007),Papito (Deluxe),album,0.573,0.887,9,-5.844,0.0356,0.0266,4.15e-06,0.0911,0.764,159.937,29950430,3.5328833333333334,0
Miguel Bosé,Morenamía (Dueto 2007),Papito (Deluxe),album,0.711,0.822,9,-5.766,0.231,0.132,0.0,0.0444,0.906,160.011,35339282,3.7562166666666665,0
Miguel Bosé,Amiga,Linda,album,0.69,0.441,11,-11.64,0.0278,0.399,0.0,0.186,0.437,112.244,35789853,4.9702166666666665,0
Eros Ramazzotti,La Cosa Mas Bella,Donde Hay Música (Spanish Version),album,0.708,0.752,8,-6.68,0.026,0.0813,0.0,0.204,0.599,110.001,165616502,4.427116666666667,0
Eros Ramazzotti,Otra Como Tu,Todo Historias,album,0.531,0.577,1,-9.363,0.0315,0.117,1.28e-05,0.0896,0.498,177.67,152554773,4.687116666666666,0
Eros Ramazzotti,Cosas De La Vida,Todo Historias,album,0.622,0.626,6,-8.822,0.0275,0.0543,0.000154,0.226,0.49,88.029,123170191,4.81645,0
Eros Ramazzotti,Più bella cosa,Dove c'è musica,album,0.691,0.76,8,-6.82,0.0262,0.0524,0.0,0.217,0.637,110.006,86648039,4.417116666666667,0
Eros Ramazzotti,Una Emocion para Siempre,9 (Spanish Version),album,0.682,0.843,6,-4.488,0.0292,0.116,1.43e-05,0.291,0.862,119.869,25116582,3.9431166666666666,0
Eros Ramazzotti,Por Ti Me Casare,Musica Es,album,0.642,0.257,9,-14.282,0.0341,0.465,0.0,0.118,0.286,125.552,29733101,4.035116666666666,0
Eros Ramazzotti,Se bastasse una canzone,Eros,album,0.489,0.56,0,-7.386,0.0291,0.206,3.19e-06,0.193,0.238,172.186,41532027,5.397783333333333,0
Eros Ramazzotti,Fuego en el Fuego,Estilolibre (Spanish Version),album,0.796,0.856,9,-3.851,0.0286,0.14,0.0,0.0912,0.961,126.987,33460667,4.014883333333334,0
Eros Ramazzotti,Un'emozione per sempre,9,album,0.675,0.823,4,-4.513,0.0305,0.0967,0.0,0.265,0.817,119.902,33721939,3.9431166666666666,0
Eros Ramazzotti,La Media Vuelta,México & Amigos,album,0.455,0.518,0,-8.213,0.0494,0.0303,0.0,0.109,0.0748,85.985,18235057,3.3053333333333335,0
Ñejo,¿Cual Es Tu Plan?,¿Cual Es Tu Plan?,single,0.822,0.601,5,-5.418,0.297,0.415,0.0,0.0797,0.872,96.123,169309957,4.0616666666666665,0
Ñejo,FERXXO X ÑEJO,BAHÍA DUCATI,album,0.838,0.441,0,-6.583,0.296,0.177,0.000131,0.0832,0.645,176.005,35255042,3.5957833333333333,0
Ñejo,Y Si La Ves,Y Si La Ves,single,0.637,0.674,4,-6.156,0.268,0.49,1.52e-05,0.794,0.739,78.671,66305090,3.3020833333333335,0
Ñejo,Monumento - Remix,Monumento (Remix),single,0.716,0.778,1,-3.994,0.272,0.39,0.00034,0.0689,0.73,169.864,22023959,3.47705,0
Ñejo,Escápate Conmigo - Remix,Escápate Conmigo (Remix),single,0.826,0.881,8,-7.755,0.0974,0.191,2.7e-05,0.347,0.737,93.997,56439818,2.7903166666666666,0
Ñejo,Monumento,Monumento,single,0.706,0.742,1,-3.19,0.351,0.471,0.0142,0.0976,0.595,169.921,35010054,2.8941166666666667,0
Ñejo,Muy Feliz - Remix,Muy Feliz (Remix),single,0.633,0.806,10,-5.42,0.0839,0.321,1.24e-05,0.111,0.65,97.528,14364320,3.8642166666666666,0
Franco De Vita,Tú de Qué Vas,Stop,album,0.607,0.629,11,-5.931,0.0316,0.405,0.0,0.203,0.567,80.11,277382606,3.969333333333333,0
Franco De Vita,Si la Ves (feat. Sin Bandera),Stop,album,0.614,0.664,7,-3.939,0.0304,0.233,0.0,0.459,0.405,115.956,109450259,4.133333333333334,1
Franco De Vita,Tan Sólo Tú (feat. Alejandra Guzmán) - Franco De Vita en Primera Fila,Franco De Vita En Primera Fila,album,0.411,0.514,7,-6.176,0.037,0.446,0.0,0.984,0.206,148.357,118167938,3.962,1
Franco De Vita,Un Buen Perdedor,Franco de Vita,album,0.438,0.442,0,-12.691,0.0419,0.446,0.0,0.544,0.161,125.62,55075989,4.003783333333334,0
Franco De Vita,Te Amo,Franco De Vita En Primera Fila,album,0.584,0.636,10,-6.654,0.0517,0.539,5.94e-06,0.871,0.337,129.24,129381121,3.646,0
Franco De Vita,Te Amo,Al Norte Del Sur,album,0.629,0.278,0,-14.091,0.0338,0.814,0.0,0.102,0.379,119.502,36691555,3.7866666666666666,0
Franco De Vita,Te Pienso Sin Querer (feat. Gloria Trevi) - Vuelve en Primera Fila - Live Version,Franco De Vita Vuelve en Primera Fila,album,0.531,0.464,2,-9.221,0.0376,0.159,0.0,0.98,0.163,141.061,46432222,4.182666666666667,1
Franco De Vita,Un Buen Perdedor,Franco De Vita En Primera Fila,album,0.493,0.606,7,-6.454,0.0389,0.559,6.46e-05,0.709,0.287,140.239,58546820,3.9006666666666665,0
Franco De Vita,Louis,Al Norte Del Sur,album,0.584,0.397,5,-13.802,0.0386,0.564,6.17e-06,0.114,0.675,117.264,17645919,5.166216666666666,0
Franco De Vita,No Basta,Mis 30 Mejores Canciones,album,0.674,0.673,10,-6.468,0.0281,0.461,6.75e-06,0.344,0.386,129.393,19926480,4.539333333333333,0
Olivia Newton-John,Physical - Remastered 2021,Physical (Deluxe Edition),album,0.84,0.728,4,-8.473,0.0436,0.127,0.00114,0.114,0.74,124.066,64915385,3.76655,0
Olivia Newton-John,Baby It's Cold Outside,This Christmas,album,0.591,0.38,2,-9.456,0.0322,0.915,0.0,0.3,0.475,94.02,13074838,3.3313333333333333,0
Olivia Newton-John,"I Love You, I Honestly Love You","If You Love Me, Let Me Know",album,0.355,0.112,10,-15.309,0.0362,0.959,0.000104,0.0674,0.153,134.893,13672939,3.6722166666666665,0
Olivia Newton-John,Have You Never Been Mellow,Have You Never Been Mellow,album,0.542,0.324,0,-14.07,0.0329,0.566,2.27e-06,0.0876,0.421,121.802,8216858,3.558883333333333,0
Carpenters,Merry Christmas Darling - Remix,Christmas Portrait (Special Edition/Reissue),album,0.339,0.205,7,-15.315,0.0303,0.842,0.0,0.101,0.166,81.586,104192822,3.116216666666667,0
Carpenters,Top Of The World,A Song For You,album,0.379,0.343,10,-12.993,0.0385,0.806,0.0,0.0991,0.694,184.301,107403116,2.9862166666666665,0
Carpenters,Yesterday Once More,Now & Then (Reissue),album,0.254,0.38,4,-13.806,0.0337,0.672,0.0,0.379,0.408,168.496,99597112,3.8922166666666667,0
Carpenters,Sleigh Ride,Christmas Portrait (Special Edition/Reissue),album,0.47,0.232,11,-15.662,0.192,0.871,0.0,0.104,0.552,201.258,90089063,2.6573333333333333,0
Carpenters,(They Long To Be) Close To You,Close To You,album,0.532,0.244,8,-14.652,0.0327,0.707,4.56e-05,0.122,0.238,89.327,139409141,4.6,0
Carpenters,I Won't Last A Day Without You,A Song For You,album,0.453,0.221,2,-13.192,0.045,0.794,0.0,0.102,0.459,82.199,49609294,3.87555,0
Carpenters,Please Mr. Postman,Horizon,album,0.664,0.547,9,-11.594,0.0281,0.139,1.79e-06,0.239,0.964,132.943,61832432,2.8788833333333335,0
Carpenters,Rainy Days And Mondays,Carpenters,album,0.351,0.235,10,-11.513,0.0323,0.852,0.0,0.0688,0.218,74.72,47426266,3.648216666666667,0
Carpenters,We've Only Just Begun,Close To You,album,0.41,0.321,9,-11.771,0.0292,0.771,3.34e-06,0.103,0.301,86.553,64657172,3.086,0
Leo Dan,Te He Prometido,Canta Trovador,album,0.558,0.408,9,-9.147,0.0376,0.368,0.0,0.194,0.742,126.367,106100724,3.11955,0
Leo Dan,Cómo Te Extraño Mi Amor,Como Te Extraño Mi Amor,album,0.737,0.503,4,-9.83,0.0337,0.829,0.0,0.175,0.95,122.129,80700775,2.9248833333333333,0
Leo Dan,Esa Pared (feat. Vicente Fernández),Celebrando a una Leyenda (En Vivo),album,0.372,0.401,9,-6.883,0.0341,0.329,7.75e-06,0.693,0.748,202.038,47653074,2.9066666666666667,1
Leo Dan,Mary Es Mi Amor,Lo Esencial,album,0.341,0.402,4,-6.682,0.026,0.519,0.0,0.245,0.522,89.887,42493757,3.2051166666666666,0
Leo Dan,Pídeme la Luna,Como un León,album,0.438,0.63,9,-11.851,0.0636,0.387,7.59e-06,0.0785,0.468,165.142,33380537,3.70955,0
Leo Dan,Qué Tiene la Niña,El Fenómeno,album,0.492,0.454,4,-8.409,0.03,0.751,0.0,0.287,0.544,120.787,19871845,2.65355,0
Leo Dan,"Tú Llegaste, Cuando Menos Te Esperaba",10 De Coleccion,album,0.269,0.524,2,-7.522,0.0293,0.481,0.00116,0.109,0.595,164.732,18955695,3.3466666666666667,0
Leo Dan,Yo Sé Que No Es Feliz (En Vivo) (feat. Matisse),Celebrando a una Leyenda (En Vivo),album,0.536,0.681,2,-6.982,0.0692,0.294,1.04e-06,0.969,0.383,80.957,28499989,3.7662166666666668,1
Leo Dan,Cómo Te Extraño Mi Amor (En Vivo) (feat. Rubén Albarrán),Celebrando a una Leyenda (En Vivo),album,0.696,0.907,2,-2.932,0.0409,0.447,0.0,0.729,0.686,124.989,56209432,3.263333333333333,1
Leo Dan,Esa Pared,Exitos Con Mariachi,album,0.607,0.357,9,-7.283,0.0317,0.179,0.0,0.0571,0.736,107.362,16036117,3.0606666666666666,0
Project Pat,Life We Live (feat. Namond Lumpkin & Edgar Fletcher),Mista Don't Play: Everythangs Workin,album,0.883,0.633,1,-5.644,0.173,0.00603,0.0,0.13,0.241,76.99,9744687,4.23955,1
Project Pat,Take Da Charge,Layin' Da Smack Down (Explicit Version),album,0.911,0.666,2,-7.133,0.233,0.0669,4.12e-05,0.116,0.824,145.734,2659695,3.1151166666666668,0
Project Pat,Chickenhead (feat. Three 6 Mafia & La Chat),Mista Don't Play: Everythangs Workin,album,0.867,0.739,7,-5.699,0.259,0.00785,0.0,0.121,0.881,156.067,19037011,4.222666666666667,1
Project Pat,North Memphis,Ghetty Green,album,0.713,0.691,6,-8.794,0.304,0.00864,0.0,0.435,0.383,76.98,5809633,1.6471166666666666,0
Project Pat,RIP Young (feat. Project Pat & Juicy J) - Remix,The House Is Burning [homies begged],album,0.971,0.662,2,-6.261,0.0708,0.0497,0.0,0.0956,0.476,120.073,7701677,3.0,1
Project Pat,Cheese and Dope,Mista Don't Play: Everythangs Workin,album,0.883,0.849,7,-5.088,0.181,0.00697,0.0,0.0877,0.956,75.19,9840009,3.4222166666666665,0
Project Pat,Out There,Ghetty Green,album,0.815,0.67,10,-9.967,0.304,0.27,0.0,0.176,0.407,160.041,10082515,4.328216666666667,0
Project Pat,"Lane Switcha (feat. A$AP Rocky, Juicy J & Project Pat)","Lane Switcha (feat. A$AP Rocky, Juicy J & Project Pat) [From F9 The Fast Saga Original Motion Picture Soundtrack]",single,0.652,0.842,1,-3.181,0.409,0.493,0.0,0.0937,0.559,165.063,19710513,2.812116666666667,1
Project Pat,If You Ain't From My Hood (feat. Juicy J & DJ Paul),Mista Don't Play: Everythangs Workin,album,0.916,0.866,2,-4.628,0.257,0.128,0.0,0.0552,0.532,146.387,5862737,4.938883333333333,1
Project Pat,CheezNDope (feat. Young Dolph & Key Glock),CheezNDope (feat. Young Dolph & Key Glock),single,0.842,0.558,7,-9.322,0.264,0.0439,7.37e-06,0.108,0.683,76.469,9379729,2.6416,1
Royal Philharmonic Orchestra,Always on My Mind - with The Royal Philharmonic Orchestra,The Wonder of You: Elvis Presley with the Royal Philharmonic Orchestra,album,0.29,0.593,7,-7.971,0.039,0.563,0.0235,0.127,0.275,89.521,49122705,3.6291166666666665,0
Royal Philharmonic Orchestra,Love Me Tender - with The Royal Philharmonic Orchestra,If I Can Dream: Elvis Presley with the Royal Philharmonic Orchestra,album,0.239,0.149,9,-13.131,0.0326,0.89,0.0271,0.116,0.105,103.667,25393808,3.42045,0
Royal Philharmonic Orchestra,Tree of Life Suite: Oceano,Tree of Life,album,0.345,0.512,7,-11.576,0.0343,0.938,0.888,0.126,0.242,110.148,4160652,2.1762,0
Royal Philharmonic Orchestra,Burning Love - with The Royal Philharmonic Orchestra,If I Can Dream: Elvis Presley with the Royal Philharmonic Orchestra,album,0.547,0.936,2,-4.997,0.0415,0.0343,7.69e-05,0.107,0.735,142.995,18084224,3.496,0
Fergie,Glamorous,The Dutchess,album,0.81,0.755,0,-6.408,0.199,0.291,0.0,0.0857,0.625,130.991,321279785,4.10955,0
Fergie,Big Girls Don't Cry (Personal),The Dutchess,album,0.707,0.642,7,-4.271,0.0337,0.204,0.0,0.0925,0.249,113.083,452834461,4.468666666666667,0
Fergie,Fergalicious,The Dutchess,album,0.906,0.583,8,-7.721,0.317,0.0569,0.0,0.126,0.829,129.056,376706423,4.872883333333333,0
Fergie,L.A.LOVE (la la) [feat. YG],Double Dutchess,album,0.509,0.482,7,-6.965,0.176,0.0186,0.0,0.238,0.301,101.042,86040952,3.5252,1
Fergie,London Bridge,The Dutchess,album,0.77,0.609,1,-5.894,0.345,0.214,0.0,0.166,0.631,90.952,152256748,4.0217833333333335,0
Fergie,Clumsy,The Dutchess,album,0.731,0.563,2,-4.046,0.131,0.191,0.000423,0.296,0.452,184.004,89551896,4.007116666666667,0
Fergie,M.I.L.F. $,Double Dutchess,album,0.773,0.706,0,-5.709,0.0999,0.00538,0.0148,0.0208,0.693,160.912,95926020,2.7060833333333334,0
Fergie,London Bridge,London Bridge,single,0.751,0.648,1,-5.394,0.241,0.159,0.0,0.0508,0.678,90.987,12807694,3.4682166666666667,0
Ja Rule,Always On Time,Pain Is Love,album,0.839,0.706,5,-6.104,0.199,0.208,0.0,0.242,0.839,96.673,316899732,4.08555,0
Ja Rule,Wonderful,R.U.L.E.,album,0.663,0.777,11,-4.954,0.109,0.277,0.0,0.0466,0.758,92.68,70393306,4.50845,0
Ja Rule,Livin' It Up,Pain Is Love,album,0.874,0.768,6,-4.086,0.311,0.0554,0.0,0.041,0.636,106.095,95165357,4.28445,0
Ja Rule,Put It On Me,Rule 3:36,album,0.831,0.79,1,-4.714,0.165,0.0024,0.0,0.0515,0.791,93.14,96714872,4.38045,0
Ja Rule,Mesmerize,The Last Temptation,album,0.764,0.648,1,-6.639,0.206,0.0563,0.0,0.414,0.391,90.1,211611612,4.645333333333333,0
Ja Rule,Clap Back,Blood In My Eye,album,0.632,0.786,9,-5.596,0.354,0.0415,1.2e-05,0.0527,0.699,94.499,47759203,4.941116666666667,0
Ja Rule,Down A** B**ch,Pain Is Love,album,0.483,0.644,1,-6.605,0.307,0.37,0.0,0.202,0.532,87.937,27950661,5.518883333333333,0
Ja Rule,New York,R.U.L.E.,album,0.546,0.795,11,-5.825,0.444,0.253,0.0,0.0775,0.572,93.221,36047619,4.30355,0
Ja Rule,Between Me & You,Rule 3:36,album,0.818,0.883,0,-4.547,0.0695,0.0202,0.000767,0.243,0.405,93.67,20589620,4.16955,0
Péricles,Nosso Amor Quer Paz - Ao Vivo,"Pagode do Pericão II, Pt. 1 (Ao Vivo)",album,0.564,0.612,2,-6.456,0.0332,0.616,0.0,0.874,0.624,143.752,12672364,2.9047666666666667,0
Péricles,Graveto - Ao Vivo,"Pagode Do Pericão II, Pt. 2 (Ao Vivo)",album,0.55,0.698,7,-7.224,0.0367,0.665,0.0,0.717,0.531,96.973,7945190,2.802766666666667,0
Péricles,Final De Tarde,Nos Arcos da Lapa,album,0.586,0.554,0,-6.907,0.0332,0.597,0.0,0.695,0.731,155.945,36075276,3.957333333333333,0
Péricles,Até Que Durou - Ao Vivo,Até Que Durou (Ao Vivo),single,0.477,0.715,4,-5.524,0.0435,0.576,0.0,0.736,0.597,136.155,70131947,5.230916666666666,0
Péricles,Lembrança - Ao Vivo,"Pagode do Pericão II, Pt. 1 (Ao Vivo)",album,0.507,0.708,7,-7.586,0.0583,0.565,0.0,0.84,0.787,162.016,6207917,3.2007333333333334,0
Péricles,Sinais de fogo - Ao Vivo,Numanice #2 (Ao Vivo),album,0.538,0.678,10,-5.696,0.0748,0.73,0.0,0.317,0.654,148.034,7286827,3.3550333333333335,0
Péricles,Melhor Eu Ir,Feito Pra Durar,album,0.513,0.546,4,-5.192,0.0375,0.564,0.0,0.124,0.37,126.646,46275331,4.1906,0
Péricles,Supera - Ao Vivo,Pagode do Pericão (Ao Vivo),album,0.556,0.714,11,-5.973,0.0614,0.452,0.0,0.983,0.696,147.568,66461695,3.8713166666666665,0
Gilberto Santa Rosa,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,0.276,0.572,1,-7.818,0.0377,0.641,0.0,0.2,0.285,77.986,169769959,3.9577833333333334,0
Gilberto Santa Rosa,Conteo Regresivo - Salsa Version,Contraste,album,0.777,0.72,8,-6.162,0.0803,0.778,0.0,0.069,0.96,163.905,162359047,4.44645,0
Gilberto Santa Rosa,La Agarro Bajando,Intenso,album,0.807,0.768,5,-6.745,0.0427,0.332,3.09e-06,0.251,0.962,100.324,78550612,4.248883333333334,0
Gilberto Santa Rosa,Que Alguien Me Diga,Expresion,album,0.585,0.868,7,-7.285,0.0444,0.256,0.0,0.197,0.758,94.098,55498474,4.840216666666667,0
Gilberto Santa Rosa,Conciencia,Perspectiva,album,0.569,0.644,10,-8.286,0.0408,0.514,6.66e-06,0.257,0.895,176.919,105585854,5.534883333333333,0
Gilberto Santa Rosa,Un Montón de Estrellas,Viceversa,album,0.796,0.766,5,-5.227,0.035,0.392,0.0,0.0678,0.945,91.767,39255044,4.564666666666667,0
Gilberto Santa Rosa,Sombra Loca,Auténtico,album,0.761,0.686,0,-8.283,0.0498,0.586,0.0,0.06,0.837,167.016,27269897,4.82845,0
Gilberto Santa Rosa,Que Manera De Quererte,Que Manera De Quererte,single,0.767,0.87,2,-1.633,0.0737,0.356,1.92e-06,0.0862,0.759,104.955,737339,4.484383333333334,0
Gilberto Santa Rosa,Cartas Sobre La Mesa,"Debut y Segunda Tanda, Vol.1",album,0.702,0.891,7,-3.656,0.0457,0.48,1.94e-05,0.083,0.96,94.593,6602262,3.1847,0
Gilberto Santa Rosa,Bailando A Tu Son,"Debut y Segunda Tanda, Vol.1",album,0.833,0.853,8,-3.94,0.0484,0.292,0.000258,0.0762,0.957,92.019,1317564,4.603116666666667,0
