artist,track,album,album_type,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,stream,duration_min,is_feat
Gorillaz,Feel Good Inc.,Demon Days,album,0.818,0.705,6,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,1040234854,3.7106666666666666,0
Gorillaz,Rhinestone Eyes,Plastic Beach,album,0.676,0.703,8,-5.815,0.0302,0.0869,0.000687,0.0463,0.852,92.761,310083733,3.3362166666666666,0
Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),single,0.695,0.923,1,-3.93,0.0522,0.0425,0.0469,0.116,0.551,108.014,63063467,3.5858333333333334,1
Gorillaz,On Melancholy Hill,Plastic Beach,album,0.689,0.739,2,-5.81,0.026,1.51e-05,0.509,0.064,0.578,120.423,434663559,3.8977833333333334,0
Gorillaz,Clint Eastwood,Gorillaz,album,0.663,0.694,10,-8.627,0.171,0.0253,0.0,0.0698,0.525,167.953,617259738,5.682,0
Gorillaz,DARE,Demon Days,album,0.76,0.891,11,-5.852,0.0372,0.0229,0.0869,0.298,0.966,120.264,323850327,4.083333333333333,0
Gorillaz,New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,New Gold (feat. Tame Impala and Bootie Brown) [Dom Dolla Remix],single,0.716,0.897,4,-7.185,0.0629,0.012,0.262,0.325,0.358,127.03,10666154,4.5690333333333335,1
Gorillaz,She's My Collar (feat. Kali Uchis),Humanz (Deluxe),album,0.726,0.815,11,-5.886,0.0313,0.00799,0.081,0.112,0.462,140.158,159605929,3.4926666666666666,1
Gorillaz,Cracker Island (feat. Thundercat),Cracker Island (feat. Thundercat),single,0.741,0.913,2,-3.34,0.0465,0.00343,0.103,0.325,0.643,120.012,42671901,3.5625,1
Gorillaz,Dirty Harry,Demon Days,album,0.625,0.877,10,-7.176,0.162,0.0315,0.0811,0.672,0.865,192.296,191074713,3.8404333333333334,0
Red Hot Chili Peppers,Californication,Californication (Deluxe Edition),album,0.592,0.767,9,-2.788,0.027,0.0021,0.00165,0.127,0.328,96.483,1055738398,5.49555,0
Red Hot Chili Peppers,Under the Bridge,Blood Sugar Sex Magik (Deluxe Edition),album,0.559,0.345,4,-13.496,0.0459,0.0576,0.000105,0.141,0.458,84.581,1061750522,4.405116666666666,0
Red Hot Chili Peppers,Can't Stop,By the Way (Deluxe Edition),album,0.618,0.938,9,-3.442,0.0456,0.0179,0.0,0.167,0.875,91.455,866464951,4.483333333333333,0
Red Hot Chili Peppers,Scar Tissue,Californication (Deluxe Edition),album,0.595,0.717,0,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969,613838674,3.59845,0
Red Hot Chili Peppers,Otherside,Californication (Deluxe Edition),album,0.458,0.795,0,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229,732774515,4.256216666666667,0
Red Hot Chili Peppers,Snow (Hey Oh),Stadium Arcadium,album,0.427,0.9,11,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,860722316,5.5777833333333335,0
Red Hot Chili Peppers,Dani California,Stadium Arcadium,album,0.556,0.913,0,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,550067391,4.7026666666666666,0
Red Hot Chili Peppers,By the Way,By the Way (Deluxe Edition),album,0.451,0.97,0,-4.938,0.107,0.0264,0.00355,0.102,0.198,122.444,367485508,3.61555,0
Red Hot Chili Peppers,Give It Away,Blood Sugar Sex Magik (Deluxe Edition),album,0.666,0.936,7,-9.919,0.0476,0.00244,0.086,0.153,0.776,91.577,301947159,4.715116666666667,0
Red Hot Chili Peppers,Dark Necessities,The Getaway,album,0.7,0.742,5,-6.777,0.0716,0.0722,0.0199,0.11,0.197,91.959,385677873,5.033333333333333,0
50 Cent,In Da Club,Get Rich Or Die Tryin',album,0.902,0.72,6,-2.776,0.347,0.26,0.0,0.0749,0.805,90.059,1041736808,3.22445,0
50 Cent,Candy Shop,The Massacre,album,0.614,0.574,11,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173,701248893,3.485116666666667,0
50 Cent,Just A Lil Bit,The Massacre,album,0.489,0.692,1,-6.672,0.41,0.0322,0.00608,0.315,0.527,96.946,395155110,3.9617833333333334,0
50 Cent,P.I.M.P.,Get Rich Or Die Tryin',album,0.7,0.758,10,-3.012,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,541728561,4.157783333333334,0
50 Cent,Many Men (Wish Death),Get Rich Or Die Tryin',album,0.653,0.826,6,-2.93,0.354,0.0153,0.00146,0.131,0.416,108.52,332175400,4.27045,0
50 Cent,Disco Inferno,The Massacre,album,0.925,0.659,3,-4.763,0.231,0.206,7.88e-05,0.279,0.71,97.018,202477187,3.57045,0
50 Cent,21 Questions,Get Rich Or Die Tryin',album,0.576,0.807,6,-3.908,0.317,0.353,0.000363,0.0512,0.908,90.012,446003044,3.74045,0
50 Cent,Is This Love ('09) (feat. 50 Cent),Curtain Call 2,album,0.853,0.776,8,-4.221,0.261,0.0714,0.0,0.181,0.659,94.028,28529840,3.53355,1
50 Cent,If I Can't,Get Rich Or Die Tryin',album,0.892,0.631,11,-2.522,0.302,0.244,0.0,0.0235,0.838,93.975,210473579,3.2773333333333334,0
50 Cent,Best Friend - Remix,Best Friend (Remix),single,0.545,0.64,10,-3.529,0.308,0.368,0.0,0.111,0.574,181.733,160037992,4.24155,0
Metallica,Whiskey In The Jar,"Garage, Inc.",album,0.511,0.972,10,-3.751,0.0413,5.36e-06,0.00101,0.19,0.532,132.97,327681785,5.08155,0
Metallica,Lux Æterna,Lux Æterna,single,0.386,0.996,11,-2.96,0.0754,1.15e-05,0.000836,0.116,0.188,130.573,20061385,3.428,0
Metallica,Screaming Suicide,Screaming Suicide,single,0.425,0.972,4,-3.448,0.045,2.42e-05,0.0202,0.239,0.282,101.125,3905429,5.50755,0
Coldplay,Yellow,Parachutes,album,0.429,0.661,11,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,1483622308,4.4462166666666665,0
Coldplay,Viva La Vida,Viva La Vida or Death and All His Friends,album,0.486,0.617,5,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,1325575712,4.03955,0
Coldplay,Sparks,Parachutes,album,0.371,0.268,1,-10.506,0.0281,0.748,0.0517,0.104,0.165,102.617,475353044,3.784883333333333,0
Coldplay,Something Just Like This,Memories...Do Not Open,album,0.617,0.635,11,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,2030825694,4.1193333333333335,0
Coldplay,The Scientist,A Rush of Blood to the Head,album,0.557,0.442,5,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,146.277,1465980600,5.16,0
Coldplay,A Sky Full of Stars,Ghost Stories,album,0.545,0.675,6,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,1021782403,4.46445,0
Coldplay,Paradise,Mylo Xyloto,album,0.449,0.585,5,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,927288329,4.645316666666667,0
Coldplay,Hymn for the Weekend,A Head Full of Dreams,album,0.491,0.693,0,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027,1049654852,4.30445,0
Coldplay,My Universe,Music Of The Spheres,album,0.573,0.711,1,-6.268,0.0406,0.0114,0.0,0.328,0.47,105.006,883224238,3.7699666666666665,0
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],single,0.794,0.811,6,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,844698895,4.140216666666666,1
Daft Punk,One More Time,Discovery,album,0.613,0.697,2,-8.618,0.133,0.0194,0.0,0.332,0.476,122.746,471747761,5.339283333333333,0
Daft Punk,Instant Crush (feat. Julian Casablancas),Random Access Memories,album,0.775,0.585,10,-9.516,0.0271,0.0422,0.619,0.077,0.518,109.942,460589724,5.626,1
Daft Punk,"Harder, Better, Faster, Stronger",Discovery,album,0.817,0.716,6,-8.898,0.144,0.0427,0.00263,0.358,0.692,123.474,292668007,3.744883333333333,0
Daft Punk,Something About Us,Discovery,album,0.875,0.475,9,-12.673,0.0986,0.44,0.72,0.046,0.384,99.958,185381876,3.8777833333333334,0
Daft Punk,Veridis Quo,Discovery,album,0.605,0.687,9,-13.928,0.045,0.479,0.949,0.104,0.12,106.896,90589464,5.753116666666667,0
Daft Punk,Digital Love,Discovery,album,0.644,0.664,9,-8.398,0.0332,0.048,0.867,0.342,0.53,124.726,115484456,5.022883333333334,0
Linkin Park,In the End,Hybrid Theory (Bonus Edition),album,0.556,0.864,3,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143,1444841705,3.6146666666666665,0
Linkin Park,Numb,Meteora,album,0.496,0.863,9,-4.153,0.0381,0.0046,0.0,0.639,0.243,110.018,1195213410,3.0931166666666665,0
Linkin Park,What I've Done,Minutes to Midnight,album,0.623,0.93,5,-5.285,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,589294152,3.4268833333333335,0
Linkin Park,Numb / Encore,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,single,0.687,0.793,2,-4.254,0.166,0.0603,0.0,0.582,0.751,107.045,778880225,3.4288833333333333,0
Linkin Park,One Step Closer,Hybrid Theory (Bonus Edition),album,0.492,0.969,9,-4.419,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,447287242,2.6222166666666666,0
Linkin Park,Faint,Meteora,album,0.554,0.978,4,-3.554,0.131,0.111,0.0,0.0731,0.594,135.095,413355749,2.71,0
Linkin Park,Bleed It Out,Minutes to Midnight,album,0.529,0.967,1,-3.647,0.0508,0.114,0.0,0.61,0.596,140.127,388331061,2.772883333333333,0
Linkin Park,Papercut,Hybrid Theory (Bonus Edition),album,0.524,0.939,9,-3.994,0.113,0.00022,0.0,0.623,0.661,150.184,345142662,3.0811166666666665,0
Linkin Park,Crawling,Hybrid Theory (Bonus Edition),album,0.58,0.702,4,-5.565,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,391929621,3.482666666666667,0
Linkin Park,BURN IT DOWN,LIVING THINGS,album,0.585,0.972,9,-4.45,0.0534,0.0143,0.0,0.0707,0.585,110.006,368132993,3.83755,0
Radiohead,Creep,Pablo Honey,album,0.515,0.43,7,-9.935,0.0372,0.0097,0.000133,0.129,0.104,91.844,1101854725,3.977333333333333,0
Radiohead,No Surprises,OK Computer,album,0.255,0.393,5,-10.654,0.0278,0.0577,0.00361,0.113,0.118,76.426,379349681,3.8186666666666667,0
Radiohead,Karma Police,OK Computer,album,0.36,0.501,7,-9.129,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,382823305,4.401116666666667,0
Radiohead,High and Dry,The Bends,album,0.419,0.383,4,-11.782,0.0256,0.0724,0.0176,0.0896,0.35,87.568,291096318,4.291333333333333,0
Radiohead,Exit Music (For A Film),OK Computer,album,0.293,0.276,4,-11.357,0.0349,0.224,0.122,0.167,0.195,121.603,146857863,4.453116666666666,0
Radiohead,Weird Fishes/ Arpeggi,In Rainbows,album,0.531,0.61,11,-8.025,0.0387,0.772,0.756,0.0908,0.199,152.958,121688699,5.303116666666667,0
Radiohead,Jigsaw Falling Into Place,In Rainbows,album,0.462,0.832,11,-6.085,0.0479,0.108,0.00416,0.0741,0.807,165.653,79367881,4.148216666666666,0
Radiohead,Fake Plastic Trees,The Bends,album,0.463,0.229,2,-12.592,0.0297,0.167,0.0997,0.202,0.135,73.543,219867047,4.845116666666667,0
Radiohead,Just,The Bends,album,0.291,0.767,7,-6.913,0.0862,0.000401,0.012,0.0763,0.359,175.702,88945336,3.9133333333333336,0
Radiohead,Nude,In Rainbows,album,0.516,0.342,4,-9.785,0.0342,0.832,0.579,0.0857,0.167,128.378,86388469,4.25645,0
AC/DC,Highway to Hell,Highway to Hell,album,0.574,0.913,6,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728,1143164505,3.473333333333333,0
AC/DC,Thunderstruck,The Razors Edge,album,0.502,0.89,4,-5.175,0.0364,0.000147,0.0117,0.217,0.259,133.52,1088388556,4.881333333333333,0
AC/DC,Back In Black,Back In Black,album,0.31,0.7,9,-5.678,0.047,0.011,0.00965,0.0828,0.763,188.386,1182379398,4.258216666666667,0
AC/DC,You Shook Me All Night Long,Back In Black,album,0.532,0.767,7,-5.509,0.0574,0.00287,0.000513,0.39,0.755,127.361,802076123,3.502883333333333,0
AC/DC,T.N.T.,High Voltage,album,0.754,0.759,9,-5.218,0.302,0.153,0.000108,0.101,0.435,126.366,526521070,3.5777833333333335,0
AC/DC,Hells Bells,Back In Black,album,0.389,0.873,4,-4.768,0.0475,0.00532,0.0055,0.273,0.303,106.767,296521772,5.204883333333333,0
AC/DC,Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,album,0.668,0.906,11,-4.881,0.17,0.214,0.00245,0.135,0.507,135.653,269837425,3.86555,0
AC/DC,Shoot to Thrill,Back In Black,album,0.457,0.904,2,-5.303,0.0747,0.000239,0.0879,0.396,0.48,141.038,292026041,5.29045,0
AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),High Voltage,album,0.456,0.863,3,-3.551,0.0894,0.133,0.0538,0.0553,0.532,135.962,196347993,5.02045,0
AC/DC,Rock N Roll Train,Black Ice,album,0.547,0.931,2,-2.356,0.0615,0.000998,0.0118,0.278,0.697,118.4,144143014,4.35845,0
Black Eyed Peas,I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES),album,0.744,0.766,0,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.966,1001227038,4.818883333333333,0
Black Eyed Peas,DON'T YOU WORRY,ELEVATION,album,0.831,0.868,11,-5.282,0.0325,0.176,0.0,0.184,0.483,131.971,162685755,3.2406333333333333,0
Black Eyed Peas,Where Is The Love?,Elephunk,album,0.834,0.699,5,-3.222,0.178,0.111,0.0,0.131,0.809,94.086,752091441,4.542216666666667,0
Black Eyed Peas,Just Can’t Get Enough,The Beginning,album,0.659,0.628,0,-8.685,0.179,0.186,0.0,0.105,0.262,94.05,331578264,3.6571166666666666,0
Black Eyed Peas,GIRL LIKE ME,TRANSLATION,album,0.965,0.485,2,-8.784,0.191,0.0206,0.0237,0.0655,0.312,124.025,453923193,3.7087166666666667,0
Black Eyed Peas,Pump It,Monkey Business,album,0.649,0.931,1,-3.15,0.181,0.0093,0.0,0.751,0.744,153.645,492130246,3.5511166666666667,0
Black Eyed Peas,Pump It Louder,Pump It Louder,single,0.66,0.942,4,-2.273,0.185,0.00789,1.76e-05,0.834,0.543,126.017,27908495,2.64285,0
Black Eyed Peas,Meet Me Halfway,THE E.N.D. (THE ENERGY NEVER DIES),album,0.798,0.629,11,-6.857,0.0735,0.00474,2.29e-05,0.324,0.4,130.002,363930118,4.73955,0
Black Eyed Peas,RITMO (Bad Boys For Life),TRANSLATION,album,0.732,0.716,10,-6.968,0.0561,0.0295,0.000758,0.73,0.666,105.093,869795408,3.5809166666666665,0
Black Eyed Peas,SIMPLY THE BEST,ELEVATION,album,0.872,0.789,1,-6.047,0.132,0.203,2.39e-05,0.125,0.646,126.042,18501860,3.9365,0
Michael Jackson,Billie Jean,Thriller,album,0.932,0.457,11,-9.62,0.0541,0.0173,0.0436,0.0414,0.884,117.002,1302677366,4.903783333333333,0
Michael Jackson,Chicago,XSCAPE,album,0.608,0.756,7,-2.675,0.176,0.0784,0.0,0.187,0.55,176.086,103974637,4.091783333333334,0
Michael Jackson,Beat It,Thriller,album,0.776,0.711,3,-9.03,0.0473,0.0242,0.000353,0.234,0.901,138.728,826832314,4.306666666666667,0
Michael Jackson,Smooth Criminal - 2012 Remaster,Bad (Remastered),album,0.853,0.981,8,-3.947,0.0751,0.247,0.468,0.306,0.595,118.193,526030670,4.296,0
Michael Jackson,Rock with You - Single Version,Off the Wall,album,0.808,0.535,1,-12.521,0.0353,0.179,9.91e-05,0.158,0.848,114.031,346137424,3.6771166666666666,0
Michael Jackson,They Don't Care About Us,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",album,0.859,0.905,0,-5.539,0.129,0.205,0.00837,0.322,0.731,89.946,256361972,4.736,0
Michael Jackson,Remember the Time,Dangerous,album,0.831,0.921,5,-2.383,0.0582,0.153,0.00224,0.305,0.795,108.002,224254298,3.9871166666666666,0
Michael Jackson,The Way You Make Me Feel - 2012 Remaster,Bad (Remastered),album,0.877,0.854,1,-4.523,0.147,0.0544,5.5e-05,0.144,0.54,114.472,349629692,4.968666666666667,0
Michael Jackson,Love Never Felt So Good,XSCAPE,album,0.775,0.719,7,-6.212,0.0435,0.132,1.79e-06,0.0662,0.712,117.513,280500270,4.10045,0
P!nk,Just Give Me a Reason (feat. Nate Ruess),The Truth About Love,album,0.778,0.547,2,-7.273,0.0489,0.346,0.000302,0.132,0.441,95.002,995490565,4.04555,1
P!nk,Never Gonna Not Dance Again,Never Gonna Not Dance Again,single,0.668,0.802,5,-4.005,0.0917,0.0273,0.0,0.163,0.769,113.796,34361626,3.76315,0
P!nk,Raise Your Glass,Raise Your Glass,single,0.7,0.709,7,-5.006,0.0838,0.0048,0.0,0.029,0.624,122.019,502735560,3.3826666666666667,0
P!nk,Try,The Truth About Love,album,0.674,0.628,2,-7.079,0.03,0.00144,0.0,0.0944,0.552,103.998,476783121,4.131783333333333,0
P!nk,So What,Funhouse (Expanded Edition),album,0.534,0.87,11,-3.078,0.0425,0.000334,0.0,0.241,0.462,126.019,471672024,3.586,0
P!nk,What About Us,Beautiful Trauma,album,0.491,0.588,1,-6.177,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,662431775,4.493333333333333,0
P!nk,Cover Me In Sunshine,All I Know So Far: Setlist,album,0.473,0.592,5,-6.859,0.138,0.0528,0.0,0.131,0.292,159.7,346097538,2.30955,0
P!nk,TRUSTFALL,TRUSTFALL,single,0.636,0.888,8,-3.889,0.0945,0.00162,0.000216,0.147,0.25,122.032,2790105,3.953333333333333,0
P!nk,Who Knew,I'm Not Dead,album,0.688,0.734,9,-4.569,0.0274,0.00462,0.0,0.0756,0.46,140.004,219363750,3.4748833333333335,0
P!nk,True Love (feat. Lily Allen),The Truth About Love,album,0.457,0.823,9,-4.76,0.311,0.00144,0.0,0.108,0.578,192.205,170002964,3.84555,1
Eminem,Mockingbird,Encore (Deluxe Version),album,0.637,0.678,0,-3.798,0.266,0.209,0.0,0.156,0.254,84.039,908006704,4.179333333333333,0
Eminem,Without Me,The Eminem Show,album,0.908,0.669,7,-2.827,0.0738,0.00286,0.0,0.237,0.662,112.238,1457351902,4.838666666666667,0
Eminem,The Real Slim Shady,The Marshall Mathers LP,album,0.949,0.661,5,-4.244,0.0572,0.0302,0.0,0.0454,0.76,104.504,1232567233,4.736666666666666,0
Eminem,Superman,The Eminem Show,album,0.802,0.755,4,-3.138,0.0564,0.0215,0.0,0.295,0.58,130.027,466021760,5.838666666666667,0
Eminem,Till I Collapse,The Eminem Show,album,0.548,0.847,1,-3.237,0.186,0.0622,0.0,0.0816,0.1,171.447,1548871694,4.963116666666667,0
Eminem,Love The Way You Lie,Recovery,album,0.749,0.925,10,-5.034,0.227,0.241,0.0,0.52,0.641,86.989,1115478746,4.38955,0
Eminem,Godzilla (feat. Juice WRLD),Music To Be Murdered By,album,0.808,0.745,10,-5.26,0.342,0.145,0.0,0.292,0.829,165.995,1072650382,3.513333333333333,1
Eminem,Sing For The Moment,The Eminem Show,album,0.668,0.824,5,-4.164,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,357737050,5.659116666666667,0
Eminem,Not Afraid,Recovery,album,0.855,0.954,0,-1.19,0.264,0.529,0.0,0.205,0.668,114.635,789922926,4.13555,0
Pharrell Williams,"Happy - From ""Despicable Me 2""",G I R L,album,0.647,0.822,5,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,1143833476,3.8786666666666667,0
Pharrell Williams,Down In Atlanta,Down In Atlanta,single,0.851,0.819,7,-5.173,0.212,0.337,0.000153,0.0658,0.903,83.154,42006396,2.7340166666666668,0
Pharrell Williams,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,album,0.893,0.745,11,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018,981287133,3.72355,1
Pharrell Williams,Cash In Cash Out,Cash In Cash Out,single,0.877,0.56,7,-3.751,0.0596,0.00721,1.45e-06,0.0839,0.154,119.971,104603335,3.6022666666666665,0
Pharrell Williams,"Stay With Me (with Justin Timberlake, Halsey & Pharrell)",Funk Wav Bounces Vol. 2,album,0.81,0.733,9,-6.338,0.0444,0.276,6.73e-06,0.288,0.9,125.975,99934776,3.8213833333333334,1
Pharrell Williams,Hit Different,Hit Different,single,0.679,0.516,0,-6.371,0.0452,0.199,0.0,0.0965,0.716,120.074,198332490,3.3668,0
Pharrell Williams,Neon Guts (feat. Pharrell Williams),Luv Is Rage 2,album,0.859,0.563,1,-6.635,0.112,0.0541,0.0,0.0685,0.412,119.934,219355874,4.31315,1
Pharrell Williams,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),CALL ME IF YOU GET LOST,album,0.827,0.571,11,-7.949,0.366,0.0195,0.0,0.166,0.62,142.034,99577335,2.4403166666666665,1
Pharrell Williams,Just A Cloud Away,Just A Cloud Away,single,0.89,0.46,2,-8.155,0.0359,0.432,0.0,0.11,0.677,112.555,105629259,2.934633333333333,0
Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,The Neptunes Present... Clones,album,0.894,0.404,9,-5.913,0.13,0.453,1.57e-06,0.0801,0.759,102.009,114177468,3.9417833333333334,1
Khalid,lovely (with Khalid),lovely (with Khalid),single,0.351,0.296,4,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284,2110573779,3.3364333333333334,1
Khalid,Numb,Numb,single,0.912,0.774,0,-4.673,0.0455,0.121,0.0127,0.101,0.632,119.966,203066841,2.59315,0
Khalid,Silence,Silence,single,0.52,0.761,4,-3.093,0.0853,0.256,4.96e-06,0.17,0.286,141.971,1322057199,3.013716666666667,0
Khalid,Young Dumb & Broke,American Teen,album,0.799,0.539,1,-6.351,0.0421,0.199,1.66e-05,0.165,0.394,136.948,1290687019,3.375783333333333,0
Khalid,Eastside (with Halsey & Khalid),FRIENDS KEEP SECRETS,album,0.632,0.686,6,-7.665,0.243,0.549,0.0,0.2,0.329,89.949,1424962511,2.8461666666666665,1
Khalid,Better,Suncity,album,0.596,0.552,0,-10.278,0.097,0.0765,0.334,0.104,0.112,97.949,1143264716,3.822,0
Khalid,Location,American Teen,album,0.736,0.449,1,-11.462,0.425,0.33,0.000162,0.0898,0.326,80.126,1221083395,3.6513333333333335,0
Khalid,8TEEN,American Teen,album,0.83,0.585,1,-5.802,0.0366,0.225,0.00209,0.0576,0.642,105.03,586480399,3.81,0
Khalid,Beautiful People (feat. Khalid),No.6 Collaborations Project,album,0.64,0.647,5,-8.114,0.186,0.124,0.0,0.0801,0.546,92.979,1241240312,3.2977833333333333,1
Khalid,Love Lies (with Normani),Love Lies (with Normani),single,0.708,0.648,6,-5.626,0.0449,0.0956,0.0,0.134,0.338,143.955,843423744,3.3617833333333333,1
Shakira,"Shakira: Bzrp Music Sessions, Vol. 53","Shakira: Bzrp Music Sessions, Vol. 53",single,0.778,0.632,2,-5.6,0.0493,0.274,0.0,0.0915,0.498,122.104,196761853,3.63815,0
Shakira,Monotonía,Monotonía,single,0.873,0.695,0,-4.207,0.0459,0.419,1.23e-06,0.211,0.823,131.963,220692224,2.64675,0
Shakira,Te Felicito,Te Felicito,single,0.695,0.636,5,-4.654,0.317,0.234,0.0,0.081,0.575,174.14,473003231,2.8705833333333333,0
Shakira,Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",album,0.778,0.824,10,-5.892,0.0707,0.284,0.0,0.405,0.758,100.024,1164605089,3.6348833333333332,1
Shakira,DON'T YOU WORRY,ELEVATION,album,0.831,0.868,11,-5.282,0.0325,0.176,0.0,0.184,0.483,131.971,162685755,3.2406333333333333,0
Shakira,Dia de Enero,"Fijación Oral, Vol. 1",album,0.687,0.361,10,-11.589,0.0792,0.35,1.11e-05,0.11,0.526,165.747,138360843,2.88555,0
Shakira,Chantaje (feat. Maluma),El Dorado,album,0.852,0.773,8,-2.921,0.0776,0.187,3.05e-05,0.159,0.907,102.034,859799057,3.264,1
Shakira,Inevitable,Donde Estan Los Ladrones,album,0.595,0.461,6,-7.786,0.0641,0.269,0.000149,0.123,0.338,91.976,220084336,3.21445,0
Shakira,Antologia,Pies Descalzos,album,0.839,0.403,0,-11.059,0.0308,0.5,1.81e-06,0.0786,0.575,97.967,229134152,4.237333333333333,0
Machine Gun Kelly,my ex's best friend (with blackbear),Tickets To My Downfall,album,0.731,0.675,5,-5.134,0.0434,0.00473,0.0,0.141,0.298,124.939,574531280,2.32435,1
Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Hotel Diablo,album,0.628,0.744,7,-4.718,0.0379,0.0257,0.0,0.313,0.277,119.921,426759364,2.8232833333333334,1
Machine Gun Kelly,maybe (feat. Bring Me The Horizon),mainstream sellout,album,0.601,0.92,5,-4.802,0.0505,0.000735,0.0,0.0998,0.537,88.014,90825980,2.835566666666667,1
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",single,0.653,0.718,3,-5.232,0.213,0.00413,0.0,0.0537,0.216,82.034,382579404,3.3800833333333333,1
Machine Gun Kelly,forget me too (feat. Halsey),Tickets To My Downfall,album,0.654,0.875,1,-4.845,0.0744,0.000417,0.0086,0.194,0.522,99.975,254290993,2.86035,1
Machine Gun Kelly,bloody valentine,Tickets To My Downfall,album,0.533,0.858,2,-4.212,0.0766,0.00021,0.0,0.148,0.506,160.057,280845476,3.4193166666666666,0
Machine Gun Kelly,Bad Things (with Camila Cabello),bloom,album,0.697,0.691,2,-4.757,0.146,0.214,0.0,0.185,0.305,137.853,615784555,3.9882166666666667,1
Machine Gun Kelly,make up sex (feat. blackbear),mainstream sellout,album,0.665,0.678,5,-4.122,0.0315,0.00156,0.0,0.474,0.682,131.986,67878913,2.0428333333333333,1
Machine Gun Kelly,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",F*CK LOVE 3+: OVER YOU,album,0.721,0.632,5,-6.695,0.0358,0.0693,0.0,0.291,0.296,92.057,212221697,2.4143333333333334,1
Machine Gun Kelly,ay! (feat. Lil Wayne),mainstream sellout,album,0.742,0.617,2,-6.689,0.0345,0.05,5.92e-05,0.0711,0.491,147.002,62736773,2.0698,1
Nicky Jam,X,Intimo,album,0.594,0.749,9,-5.298,0.056,0.0338,0.00106,0.3,0.694,179.968,865695837,2.8809,0
Nicky Jam,El Perdón (with Enrique Iglesias),Fénix,album,0.628,0.69,8,-5.83,0.0511,0.443,0.0,0.113,0.66,179.908,765561212,3.431783333333333,1
Nicky Jam,Bella y Sensual,Golden,album,0.635,0.713,11,-6.909,0.0937,0.228,0.0,0.0506,0.749,179.864,418186764,3.4116833333333334,0
Nicky Jam,"Nicky Jam: Bzrp Music Sessions, Vol. 41","Nicky Jam: Bzrp Music Sessions, Vol. 41",single,0.627,0.849,1,-3.167,0.153,0.0913,0.0,0.145,0.818,89.907,185931694,2.6347833333333335,0
Nicky Jam,Cuaderno,Climaxxx,album,0.681,0.648,1,-5.021,0.38,0.523,0.0,0.104,0.688,172.02,350576786,4.7751166666666665,0
Nicky Jam,En La Cama (feat. Daddy Yankee),Exitos,album,0.855,0.912,10,-4.832,0.145,0.183,0.0,0.122,0.885,104.072,136025763,2.61705,1
