,Artist,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Stream
7194,Alceu Valença,Flor de Tangerina,Flor de Tangerina - Single,single,0.517,0.409,1.0,-7.26,0.0312,0.366,0.0,0.17,0.367,123.801,181869.0,13208583.0
7195,Alceu Valença,Anunciação - Jopin Remix,Anunciação (Jopin Remix),single,0.676,0.898,9.0,-5.601,0.049,0.0105,1.6e-05,0.248,0.322,126.036,205238.0,22692907.0
7196,Alceu Valença,Anunciação - Ao Vivo,"O Grande Encontro 20 Anos: Alceu, Elba e Geraldo (Ao Vivo)",album,0.54,0.898,9.0,-7.18,0.0528,0.419,1.14e-06,0.984,0.473,109.984,327947.0,21012041.0
7197,Alceu Valença,Coração Bobo - Ao Vivo,RCA 100 Anos De Música - Alceu Valenca,album,0.458,0.659,7.0,-9.173,0.0496,0.796,3.9e-05,0.86,0.555,111.902,249000.0,22586940.0
7198,Alceu Valença,Girassol,Sol e Chuva,album,0.41,0.47,0.0,-9.607,0.0291,0.401,0.000595,0.434,0.72,106.684,181400.0,4530662.0
7199,Alceu Valença,Sabiá - Ao Vivo,Maxximum - O Melhor Do Grande Encontro,album,0.383,0.53,4.0,-8.059,0.032,0.843,0.0,0.983,0.275,142.331,212067.0,15306852.0
7200,Alceu Valença,Taxi Lunar - Ao Vivo,"O Grande Encontro 20 Anos: Alceu, Elba e Geraldo (Ao Vivo)",album,0.567,0.784,9.0,-7.198,0.0469,0.505,0.0,0.797,0.646,77.009,221453.0,
7201,Third Eye Blind,Semi-Charmed Life,Third Eye Blind,album,0.64,0.864,7.0,-6.576,0.0314,0.00832,0.0,0.123,0.701,102.026,268360.0,397461405.0
7202,Third Eye Blind,Jumper - 1998 Edit,Third Eye Blind,album,0.599,0.543,0.0,-9.226,0.0302,0.0129,0.00204,0.291,0.624,91.105,272973.0,167843607.0
7203,Third Eye Blind,Never Let You Go - 2008 Remaster,Blue,album,0.728,0.94,4.0,-5.034,0.0368,0.0814,0.000162,0.109,0.967,113.76,237240.0,96063080.0
7204,Third Eye Blind,How's It Going to Be,Third Eye Blind,album,0.561,0.593,5.0,-9.362,0.0264,0.00327,0.00144,0.0967,0.574,80.282,253413.0,123342079.0
7205,Third Eye Blind,Graduate,Third Eye Blind,album,0.498,0.913,0.0,-4.805,0.0446,0.000904,0.0,0.0902,0.45,89.359,187667.0,25806232.0
7206,Third Eye Blind,Losing a Whole Year,Third Eye Blind,album,0.421,0.848,4.0,-6.3,0.0347,3.37e-05,0.000159,0.0775,0.658,175.665,200640.0,19608545.0
7207,Third Eye Blind,Motorcycle Drive By,Third Eye Blind,album,0.424,0.577,0.0,-9.292,0.0263,0.0127,0.000859,0.0848,0.615,122.473,262627.0,35762709.0
7208,Third Eye Blind,Deep Inside of You - 2008 Remaster,Blue,album,0.502,0.591,7.0,-4.522,0.0242,0.00585,1.9e-05,0.0725,0.169,81.782,250533.0,17342750.0
7209,Third Eye Blind,The Background,Third Eye Blind,album,0.446,0.549,2.0,-11.657,0.0405,0.0481,0.000697,0.124,0.118,159.515,296733.0,9975221.0
7210,Third Eye Blind,Narcolepsy,Third Eye Blind,album,0.381,0.786,9.0,-7.596,0.0459,0.00072,1.16e-05,0.256,0.231,138.803,228453.0,10248839.0
7211,John Powell,Test Drive - From How To Train Your Dragon Music From The Motion Picture,How To Train Your Dragon (Music From The Motion Picture),album,0.259,0.583,2.0,-9.489,0.0418,0.0249,0.978,0.328,0.24,111.153,156307.0,52293777.0
7212,John Powell,Romantic Flight - From How To Train Your Dragon Music From The Motion Picture,How To Train Your Dragon (Music From The Motion Picture),album,0.221,0.32,6.0,-11.829,0.0315,0.47,0.864,0.114,0.234,103.511,116480.0,41721801.0
7213,John Powell,Oogway Ascends,Kung Fu Panda (Original Motion Picture Soundtrack),album,0.168,0.235,5.0,-17.462,0.0389,0.681,0.852,0.089,0.0791,109.098,123507.0,32272478.0
7214,John Powell,Fairytale,Shrek (Original Motion Picture Score),album,0.0877,0.163,8.0,-18.769,0.0362,0.722,0.501,0.463,0.103,83.13,86693.0,29187870.0
7215,John Powell,This Is Berk,How To Train Your Dragon (Music From The Motion Picture),album,0.255,0.489,3.0,-9.459,0.0587,0.512,0.808,0.229,0.3,123.267,250267.0,24323149.0
7216,John Powell,Where No One Goes,How To Train Your Dragon 2 (Music From The Motion Picture),album,0.501,0.879,9.0,-7.4,0.0565,0.0175,0.00672,0.34,0.365,139.971,164520.0,36202561.0
7217,John Powell,Forbidden Friendship,How To Train Your Dragon (Music From The Motion Picture),album,0.279,0.295,6.0,-15.135,0.035,0.859,0.94,0.547,0.381,129.169,251093.0,25216831.0
7218,John Powell,"Goodnight Sweet Possums - From ""Ice Age The Meltdown""",Ice Age: The Meltdown (Original Motion Picture Soundtrack),album,0.161,0.0459,6.0,-29.584,0.0372,0.678,0.00584,0.148,0.152,70.074,48466.0,14278589.0
7219,John Powell,P.S. I Love You,P.S. I Love You,album,0.462,0.0294,0.0,-28.156,0.0481,0.996,0.939,0.0851,0.388,79.459,83293.0,13181774.0
7220,John Powell,Coming Back Around,How To Train Your Dragon (Music From The Motion Picture),album,0.351,0.812,4.0,-7.498,0.0699,0.111,0.872,0.0469,0.125,112.991,171227.0,10168465.0
7221,Armand Van Helden,Bonkers,Tongue N' Cheek (Dirtee Deluxe Edition),album,0.624,0.977,11.0,-3.34,0.22,0.00615,0.0,0.253,0.74,126.129,177573.0,144537963.0
7222,Armand Van Helden,Wings (I Won't Let You Down),Wings (I Won't Let You Down),single,0.692,0.856,1.0,-2.963,0.0351,0.0746,1.15e-05,0.153,0.963,125.99,171905.0,2753011.0
7223,Armand Van Helden,My My My,Nympho,album,0.652,0.733,7.0,-8.207,0.246,0.00672,0.00867,0.0392,0.744,127.533,182267.0,61182520.0
7224,Armand Van Helden,The Music Began To Play,The Music Began To Play,single,0.738,0.936,4.0,-3.451,0.219,0.00151,0.707,0.617,0.27,127.022,145984.0,4175172.0
7225,Armand Van Helden,You Don't Know Me (feat. Duane Harden) - Radio Edit,You Don't Know Me (feat. Duane Harden),single,0.772,0.682,10.0,-6.919,0.0701,0.0461,0.00285,0.0672,0.868,129.978,242333.0,22617415.0
7226,Armand Van Helden,Ask Me,Ask Me / Mesmerize,single,0.803,0.935,4.0,-4.915,0.032,0.0145,0.191,0.296,0.738,124.008,193795.0,10289765.0
7227,Armand Van Helden,You Don't Know Me (feat. Duane Harden),You Don't Know Me (feat. Duane Harden),single,0.788,0.714,10.0,-6.953,0.0875,0.0206,0.0275,0.0667,0.883,129.953,493560.0,
7228,Armand Van Helden,I Want Your Soul,Ghettoblaster,album,0.754,0.876,10.0,-5.427,0.0696,0.00451,0.0988,0.155,0.671,127.967,399547.0,18175143.0
7229,Armand Van Helden,Wings,Extra Dimensional,album,0.586,0.855,6.0,-6.418,0.0446,0.000179,0.0148,0.112,0.479,122.044,181967.0,22746724.0
7230,Armand Van Helden,I Want Your Soul - Radio Edit,I Want Your Soul,single,0.668,0.912,6.0,-5.323,0.0485,0.00546,0.00939,0.22,0.782,127.971,195960.0,6665185.0
7231,Rafaga,Una Cerveza,Una Cerveza,album,0.747,0.907,10.0,-1.921,0.0515,0.316,0.0,0.0879,0.757,98.005,240853.0,111554610.0
7232,Rafaga,Mentirosa,Imparables,album,0.632,0.775,5.0,-6.408,0.0767,0.0575,0.00147,0.241,0.821,201.021,194800.0,78480206.0
7233,Rafaga,Una Ráfaga de Amor,Lo mejor de Ráfaga,album,0.773,0.918,9.0,-3.443,0.0461,0.236,9.3e-06,0.053,0.921,99.966,183267.0,33579629.0
7234,Rafaga,Maldito Corazón,Imparables,album,0.571,0.908,7.0,-4.203,0.0639,0.117,2.07e-05,0.33,0.825,199.545,202280.0,18501747.0
7235,Rafaga,Amores Como el Nuestro,Amores Como el Nuestro,compilation,0.726,0.829,0.0,-4.52,0.0334,0.366,5.2e-06,0.362,0.919,95.031,354064.0,13223759.0
7236,Rafaga,Vete,Una Cerveza,album,0.699,0.913,5.0,-3.376,0.0451,0.418,0.000362,0.331,0.771,93.975,204640.0,14107534.0
7237,Rafaga,Agüita,Megamix,album,0.762,0.828,5.0,-4.765,0.0307,0.144,0.000549,0.0989,0.941,101.021,101240.0,7208845.0
7238,Rafaga,Muero de Frío,Dueños del Viento,album,0.647,0.863,4.0,-3.685,0.0306,0.245,0.000256,0.175,0.841,89.999,211387.0,21901758.0
7239,Rafaga,"Cachengue Retromix - La Cola, La Cumbia De Los Trapos, Nunca Me Faltes, Yo tomo licor, Fuiste, La güera salome, No me abandones, La Luna Y Tu, Toda la Noche",Fiesta Fiesta 2022 Cumbia Fiesta,compilation,0.843,0.703,7.0,-7.862,0.103,0.189,1.52e-05,0.04,0.669,104.009,944325.0,874816.0
7240,Rafaga,La Luna y Tu,Megamix,album,0.721,0.94,11.0,-3.911,0.0668,0.17,2.34e-05,0.35,0.678,97.797,201467.0,11606552.0
7241,Don Henley,The Boys Of Summer,Building The Perfect Beast,album,0.516,0.549,6.0,-13.741,0.0373,0.501,0.00572,0.184,0.907,176.941,288733.0,418039372.0
7242,Don Henley,The End Of The Innocence,The End Of The Innocence,album,0.623,0.425,8.0,-13.045,0.0291,0.306,8.65e-05,0.108,0.392,116.593,315307.0,67084049.0
7243,Don Henley,New York Minute,The End Of The Innocence,album,0.551,0.289,8.0,-12.214,0.0262,0.334,0.0,0.0379,0.117,132.133,395400.0,54358108.0
7244,Don Henley,Dirty Laundry,I Can't Stand Still,album,0.756,0.773,5.0,-6.65,0.0306,0.0848,0.0026,0.0792,0.954,98.384,336800.0,46649457.0
7245,Don Henley,The Heart Of The Matter,The End Of The Innocence,album,0.579,0.529,2.0,-11.548,0.025,0.201,0.0,0.231,0.38,88.156,322600.0,40197316.0
7246,Don Henley,Leather and Lace - 2016 Remaster,Bella Donna (2016 Remastered),album,0.49,0.432,3.0,-9.327,0.0298,0.639,0.0,0.104,0.367,153.753,225573.0,23706997.0
7247,Don Henley,All She Wants To Do Is Dance,Building The Perfect Beast,album,0.702,0.558,7.0,-11.952,0.0288,0.0304,0.0,0.0528,0.903,114.932,269107.0,27809779.0
7248,Don Henley,The Last Worthless Evening,The End Of The Innocence,album,0.731,0.505,5.0,-11.334,0.0262,0.212,0.0,0.0409,0.396,99.99,362467.0,11141170.0
7249,Don Henley,Sunset Grill,Building The Perfect Beast,album,0.557,0.577,8.0,-12.175,0.027,0.0796,2.31e-05,0.0604,0.445,91.877,379000.0,7815927.0
7250,Don Henley,Taking You Home,Soft Rock For Kids,compilation,0.565,0.511,4.0,-7.134,0.0267,0.395,1.36e-05,0.11,0.108,72.35,331600.0,8656408.0
7251,D.O.D,Every Step,Every Step,single,0.662,0.872,0.0,-4.874,0.0318,0.0729,0.016,0.156,0.372,121.989,159858.0,23864282.0
7252,D.O.D,Like You Do,Like You Do,single,0.69,0.847,6.0,-4.565,0.0374,0.0145,0.041,0.0777,0.49,124.015,152224.0,6537341.0
7253,D.O.D,Still Sleepless,Still Sleepless,single,0.628,0.738,6.0,-5.045,0.0367,0.0156,0.281,0.153,0.699,125.928,162879.0,40378653.0
7254,D.O.D,All Mine,All Mine,single,0.777,0.746,6.0,-5.715,0.0382,0.0139,0.0805,0.0973,0.263,121.99,151501.0,13971739.0
7255,D.O.D,Sleepless,Sleepless,single,0.453,0.717,6.0,-5.362,0.0468,0.0335,0.871,0.151,0.644,126.053,185731.0,16129594.0
7256,D.O.D,Take Your Time - D.O.D Remix,Take Your Time (D.O.D Remix),single,0.487,0.682,7.0,-4.6,0.0527,0.166,0.000634,0.0877,0.356,123.391,197403.0,7615375.0
7257,D.O.D,Isolate,Isolate,single,0.662,0.884,4.0,-4.669,0.05,0.209,0.162,0.098,0.381,126.04,179107.0,3850859.0
7258,D.O.D,Set Me Free,Set Me Free,single,0.683,0.977,6.0,-2.582,0.106,0.00372,0.0109,0.166,0.884,129.996,180639.0,628781.0
7259,D.O.D,I Don't Wanna Run,I Don't Wanna Run,single,0.732,0.801,6.0,-6.009,0.0363,0.0911,0.000727,0.0459,0.275,124.975,187301.0,2756270.0
7260,D.O.D,Good Luck - D.O.D Remix,Good Luck (D.O.D Remix),single,0.59,0.977,7.0,-3.652,0.0552,0.00766,0.863,0.187,0.518,124.036,172413.0,2963272.0
7261,Toni Braxton,Un-Break My Heart,Secrets,album,0.625,0.426,2.0,-8.4,0.0271,0.412,0.0,0.116,0.112,110.021,270333.0,
7262,Toni Braxton,He Wasn't Man Enough,The Heat,album,0.739,0.947,11.0,-1.916,0.0411,0.00916,3.14e-05,0.326,0.766,88.009,261933.0,129975390.0
7263,Toni Braxton,Breathe Again,Toni Braxton,album,0.689,0.677,0.0,-6.36,0.0326,0.0697,0.0,0.0877,0.259,153.922,269173.0,50801711.0
7264,Toni Braxton,You're Makin' Me High,Secrets,album,0.853,0.563,10.0,-8.663,0.0379,0.0118,2.12e-05,0.119,0.893,92.112,267440.0,55773397.0
7265,Toni Braxton,Spanish Guitar,The Heat,album,0.625,0.563,9.0,-6.506,0.0387,0.437,5.05e-06,0.175,0.364,120.023,289000.0,26855545.0
7266,Toni Braxton,Another Sad Love Song,Toni Braxton,album,0.78,0.711,2.0,-7.429,0.0476,0.0142,3.75e-05,0.0366,0.859,96.067,301560.0,19918870.0
7267,Toni Braxton,Long As I Live,Sex & Cigarettes,album,0.533,0.749,3.0,-5.106,0.117,0.0631,0.000109,0.0684,0.569,89.989,290907.0,26494635.0
7268,Toni Braxton,How Many Ways,Toni Braxton,album,0.687,0.758,10.0,-6.451,0.0843,0.0678,0.0,0.192,0.709,77.904,288093.0,17742364.0
7269,Toni Braxton,Just Be A Man About It,The Heat,album,0.753,0.45,9.0,-6.909,0.0919,0.274,2.05e-06,0.321,0.56,109.408,288933.0,16309533.0
7270,Toni Braxton,You Mean the World to Me,Toni Braxton,album,0.595,0.735,11.0,-6.648,0.047,0.1,9.62e-06,0.104,0.521,167.662,296400.0,10247208.0
7271,Warren G,Regulate,Regulate… G Funk Era,album,0.849,0.521,11.0,-12.999,0.216,0.304,1.65e-06,0.115,0.763,95.265,248867.0,411882177.0
7272,Warren G,This D.J.,Regulate… G Funk Era,album,0.804,0.443,6.0,-10.268,0.134,0.0312,0.0225,0.112,0.58,92.035,203027.0,98573814.0
7273,Warren G,Party We Will Throw Now!,Party We Will Throw Now! - Single,single,0.934,0.562,4.0,-4.609,0.24,0.0476,1.31e-06,0.0608,0.712,96.792,209413.0,97613307.0
7274,Warren G,What's Love Got To Do With It,Hip Hop Forever,compilation,0.887,0.547,1.0,-9.474,0.264,0.205,0.0,0.176,0.593,96.847,255040.0,13257810.0
7275,Warren G,"Keep on Hustlin' (feat. Young Jeezy, Bun B, Nate Dogg)",Regulate... G Funk Era Part II The EP,single,0.862,0.804,11.0,-4.964,0.234,0.119,0.0,0.167,0.767,91.34,233750.0,22973327.0
7276,Warren G,Do You See,Regulate… G Funk Era,album,0.769,0.624,1.0,-10.559,0.197,0.173,1.02e-06,0.378,0.569,95.232,239067.0,14031934.0
7277,Warren G,Nobody Does It Better,"G Funk Classics, Vols. 1 & 2",album,0.736,0.561,0.0,-8.16,0.05,0.446,0.0,0.128,0.122,92.06,274440.0,33117711.0
7278,Warren G,I Want It All (feat. Mack 10),I Want It All,album,0.864,0.641,6.0,-2.988,0.279,0.0473,0.0,0.584,0.678,93.526,307827.0,11523965.0
7279,Warren G,So Many Ways,Regulate… G Funk Era,album,0.901,0.508,4.0,-9.294,0.261,0.314,0.0,0.555,0.571,94.942,204933.0,6074780.0
7280,Warren G,Yo Sassy Ways,Return Of The Regulator,album,0.851,0.809,4.0,-4.951,0.0696,0.081,0.00764,0.107,0.447,95.068,238133.0,6915065.0
7281,Capital Inicial,Não Olhe Pra Trás (feat. Lenine) - Ao Vivo,Capital Inicial Acústico NYC (Ao Vivo) [Deluxe],album,0.555,0.798,7.0,-5.579,0.0285,0.28,0.00117,0.907,0.577,100.02,256773.0,36558754.0
7282,Capital Inicial,Natasha - Ao Vivo,Capital Inicial Multishow Ao Vivo,album,0.374,0.935,2.0,-5.729,0.0689,0.00421,0.157,0.984,0.413,76.545,197933.0,40520005.0
7283,Capital Inicial,À Sua Maneira (De Música Ligeira),Rosas e Vinho Tinto,album,0.628,0.762,11.0,-6.017,0.0264,0.00581,6.84e-05,0.39,0.247,110.01,301467.0,20147999.0
7284,Capital Inicial,À Sua Maneira (De Música Ligera) - Ao Vivo,Capital Inicial Multishow Ao Vivo,album,0.468,0.88,11.0,-6.302,0.0505,0.00474,0.00173,0.99,0.395,112.987,267933.0,45240010.0
7285,Capital Inicial,Primeiros Erros (Chove) - Ao Vivo,Capital Inicial Multishow Ao Vivo,album,0.246,0.705,2.0,-5.517,0.0356,0.105,0.0732,0.965,0.106,120.064,332307.0,26702058.0
7286,Capital Inicial,Independência - Ao Vivo,Capital Inicial Multishow Ao Vivo,album,0.395,0.966,2.0,-4.194,0.0688,0.00895,0.546,0.98,0.353,146.966,193067.0,7279795.0
7287,Capital Inicial,À Sua Maneira (De Música Ligera) (feat. Seu Jorge) - Ao Vivo,Capital Inicial Acústico NYC (Ao Vivo) [Deluxe],album,0.582,0.813,0.0,-4.558,0.0295,0.0819,0.00119,0.902,0.345,109.934,267120.0,7787954.0
7288,Capital Inicial,Eu Vou Estar - Ao Vivo,Sortimento,album,0.602,0.636,9.0,-6.478,0.0255,0.149,1.82e-05,0.986,0.571,107.021,217960.0,5368716.0
7289,Capital Inicial,Primeiros Erros,Capital Inicial 4.0 (Deluxe),album,0.532,0.785,2.0,-5.655,0.0432,0.0393,0.0,0.736,0.245,112.959,351518.0,809679.0
7290,Capital Inicial,Fogo - Ao Vivo,Capital Inicial Multishow Ao Vivo,album,0.406,0.654,2.0,-7.016,0.029,0.641,0.672,0.84,0.123,85.934,296760.0,11888408.0
7291,Kalash,Mwaka Moon,Mwaka Moon,album,0.786,0.543,1.0,-6.246,0.0774,0.232,0.0,0.105,0.341,155.008,237707.0,133968335.0
7292,Kalash,Malpolis,Tombolo,album,0.796,0.534,1.0,-8.074,0.073,0.26,0.00103,0.0863,0.172,130.008,200279.0,13139426.0
7293,Kalash,Tennessee,Tombolo (Réédition),album,0.675,0.694,1.0,-5.476,0.0747,0.341,9.13e-05,0.11,0.182,160.06,235183.0,4928612.0
7294,Kalash,Laptop,Tombolo,album,0.949,0.485,0.0,-6.405,0.15,0.0863,0.038,0.122,0.353,102.48,167600.0,5636368.0
7295,Kalash,Mwaka Moon - Remix,Mwaka Moon (Remix),single,0.793,0.552,10.0,-6.112,0.101,0.0649,1.98e-05,0.0961,0.161,154.994,151772.0,54933310.0
7296,Kalash,Tu le sais,Tombolo,album,0.731,0.59,5.0,-6.27,0.126,0.352,0.0,0.126,0.321,91.989,222448.0,45153015.0
7297,Kalash,Tombolo,Tombolo,album,0.897,0.641,8.0,-5.025,0.0685,0.27,0.0727,0.084,0.689,107.973,199467.0,8292137.0
7298,Kalash,Rouge et bleu,Kaos,album,0.74,0.6,5.0,-6.169,0.0701,0.251,0.0,0.0784,0.332,89.705,253707.0,21353684.0
7299,Kalash,I Love You,Tombolo,album,0.914,0.542,0.0,-5.711,0.104,0.156,0.0111,0.183,0.539,140.008,186307.0,5228895.0
7300,Marta Sánchez,Colgando en tus manos (con Marta Sánchez),De mi puño y letra - Edicion Coleccionista,album,0.836,0.637,6.0,-4.803,0.0367,0.535,0.0,0.129,0.875,120.025,230280.0,383896148.0
7301,Marta Sánchez,Ay Haiti!,Ay Haiti!,single,0.673,0.753,7.0,-5.002,0.119,0.272,0.0,0.071,0.424,120.057,311347.0,61921081.0
7302,Marta Sánchez,Desesperada,Mujer,album,0.772,0.935,6.0,-4.805,0.0732,0.00871,7.62e-06,0.063,0.867,98.226,227733.0,57230514.0
7303,Marta Sánchez,Arena y Sol,Mi Mundo,album,0.695,0.798,9.0,-7.228,0.0597,0.0663,0.00018,0.124,0.842,88.05,195067.0,13596031.0
7304,Marta Sánchez,Vivo Por Ella,Marta Sanchez En Directo Gira 2005 La Coruña,album,0.348,0.455,8.0,-8.044,0.0369,0.351,0.0,0.856,0.29,124.211,319360.0,5593357.0
7305,Marta Sánchez,Te sigo pensando,De amor y dolor,album,0.676,0.871,0.0,-3.546,0.0444,0.0622,7.89e-06,0.278,0.695,93.974,219455.0,30621341.0
7306,Marta Sánchez,De Mujer A Mujer,Mujer,album,0.62,0.933,0.0,-5.048,0.0496,0.0427,0.00518,0.094,0.968,158.272,291973.0,4497387.0
7307,Marta Sánchez,Contigo,Contigo,single,0.634,0.696,7.0,-6.345,0.079,0.246,0.0,0.152,0.674,141.956,216075.0,74424.0
7308,Marta Sánchez,Soy Yo,Soy Yo,album,0.687,0.604,8.0,-9.791,0.0365,0.0204,0.0,0.0931,0.396,126.025,239933.0,7175620.0
7309,Marta Sánchez,Vivo Por Ella (Vivo Per Lei),Andrea Bocelli: My Love Songs,compilation,0.404,0.518,2.0,-3.976,0.0293,0.826,0.0,0.337,0.36,136.305,264895.0,17155580.0
7310,La Sonora Santanera,Perfume de Gardenias,20 Exitos,album,0.503,0.586,4.0,-2.521,0.0283,0.65,2.04e-05,0.283,0.668,105.155,192427.0,31068041.0
7311,La Sonora Santanera,El Ladrón (with Julieta Venegas),La Sonora Santanera en Su 60 Aniversario,album,0.777,0.769,5.0,-6.565,0.076,0.289,0.00272,0.671,0.967,170.634,182587.0,22403507.0
7312,La Sonora Santanera,La Boa (with Roco),La Sonora Santanera en Su 60 Aniversario,album,0.946,0.631,7.0,-5.612,0.0567,0.56,0.000591,0.814,0.891,130.002,176600.0,24377146.0
7313,La Sonora Santanera,Bomboro Quiñá Quiñá (with Rubén Albarrán),La Sonora Santanera en Su 60 Aniversario,album,0.967,0.727,7.0,-4.257,0.0554,0.684,0.00393,0.697,0.819,119.976,164040.0,28349151.0
7314,La Sonora Santanera,"Mil Horas (with Sasha, Benny y Erik)",La Sonora Santanera en Su 60 Aniversario,album,0.681,0.71,7.0,-5.276,0.0564,0.79,0.000723,0.672,0.84,199.974,243627.0,26802356.0
7315,La Sonora Santanera,Qué Bello (with Carla Morrison),"Grandes Éxitos de las Sonoras, Con la Más Grande, La Sonora Santanera",compilation,0.758,0.429,4.0,-6.593,0.0432,0.388,8.16e-06,0.104,0.961,182.551,274960.0,19917772.0
7316,La Sonora Santanera,Pena Negra (with María José),La Sonora Santanera en Su 60 Aniversario,album,0.818,0.461,7.0,-6.442,0.0334,0.488,1.25e-05,0.783,0.856,128.01,224120.0,13522475.0
7317,La Sonora Santanera,Fruto Robado (with Cristian Castro),La Sonora Santanera en Su 60 Aniversario,album,0.728,0.498,4.0,-4.627,0.0297,0.539,1.87e-05,0.694,0.692,107.998,182200.0,17891946.0
7318,La Sonora Santanera,"Que No, Que No",El Árbol y el Bosque,album,0.561,0.631,0.0,-3.797,0.0488,0.376,0.0,0.08,0.83,183.794,192247.0,11653780.0
7319,La Sonora Santanera,Los Luchadores,La Sonora Santanera en Su 60 Aniversario,album,0.719,0.671,2.0,-5.63,0.0305,0.384,1e-06,0.978,0.961,106.028,204640.0,21398605.0
7320,Grupo 5,Motor Y Motivo,Motor Y Motivo,album,0.739,0.887,0.0,-5.084,0.0317,0.167,0.0,0.225,0.873,98.011,196990.0,27440473.0
7321,Grupo 5,El Ritmo de Mi Corazón,El Ritmo de Mi Corazón,album,0.664,0.878,8.0,-7.021,0.0359,0.0249,6.53e-06,0.038,0.927,106.508,220324.0,24944152.0
7322,Grupo 5,Amor de Mis Amores,La Amante,album,0.794,0.744,4.0,-4.239,0.0568,0.0181,0.0,0.0913,0.874,103.006,250410.0,18523408.0
7323,Grupo 5,Te Vas,Motor Y Motivo,album,0.763,0.709,2.0,-4.815,0.0317,0.0947,0.0,0.278,0.706,98.975,226162.0,15340270.0
7324,Grupo 5,La Amante,La Amante,album,0.739,0.765,2.0,-3.969,0.0351,0.164,0.0,0.0686,0.813,94.848,206785.0,7719400.0
7325,Grupo 5,Puro Corazón,Puro Corazón,album,0.677,0.695,7.0,-4.646,0.0305,0.272,0.0,0.331,0.815,94.06,189213.0,10133242.0
7326,Grupo 5,Quien Cura,La Amante,album,0.731,0.786,5.0,-3.24,0.0275,0.272,0.0,0.263,0.83,98.024,212010.0,10678944.0
7327,Grupo 5,"Me Enamoré De Ti, Y Que",Motor Y Motivo,album,0.645,0.751,5.0,-5.948,0.0502,0.257,0.0,0.0408,0.908,183.879,173151.0,9548377.0
7328,Grupo 5,Tu Hipocresía,Puro Corazón,album,0.733,0.781,7.0,-4.939,0.04,0.182,0.0,0.0648,0.666,96.027,196293.0,7867215.0
7329,Grupo 5,Adiós Amor,Motor Y Motivo,album,0.703,0.652,2.0,-6.761,0.0327,0.18,0.0,0.0869,0.836,91.285,244645.0,11464859.0
7330,Kendo Kaponi,P FKN R,YHLQMDLG,album,0.82,0.635,5.0,-5.749,0.0772,0.409,0.0,0.244,0.528,101.024,258280.0,108427708.0
7331,Kendo Kaponi,Delincuente,Gangalee,album,0.655,0.858,0.0,-5.607,0.315,0.53,0.0,0.344,0.65,83.489,396120.0,148862273.0
7332,Kendo Kaponi,Don Don,Don Don,single,0.838,0.819,5.0,-4.681,0.211,0.285,6.3e-05,0.224,0.656,105.027,275893.0,146399915.0
7333,Kendo Kaponi,Antes y Después,Emmanuel,album,0.732,0.634,1.0,-5.587,0.36,0.171,0.0,0.204,0.533,173.886,414820.0,32157333.0
7334,Kendo Kaponi,No Te Enamores,Kendo Edition,album,0.807,0.743,1.0,-4.654,0.207,0.221,4.4e-06,0.0986,0.854,176.127,260918.0,17819489.0
7335,Kendo Kaponi,Ropa Interior,Timelezz,album,0.808,0.841,9.0,-2.795,0.116,0.282,0.0,0.367,0.8,93.008,250587.0,10348683.0
7336,Kendo Kaponi,Nanana,Nanana,single,0.724,0.77,10.0,-4.777,0.323,0.406,1.15e-06,0.103,0.605,172.081,237209.0,11187856.0
7337,Kendo Kaponi,La 40,La 40,single,0.683,0.72,1.0,-6.418,0.235,0.187,0.0,0.381,0.737,83.621,254520.0,6140082.0
7338,Kendo Kaponi,Amor,El Alfa y el Omega,album,0.723,0.646,1.0,-5.691,0.28,0.0475,0.0,0.0965,0.345,169.983,243827.0,7502746.0
7339,Kendo Kaponi,Solita,All Star Game,album,0.769,0.706,1.0,-5.368,0.0711,0.312,0.0,0.15,0.551,95.025,246552.0,2458369.0
7340,Shenseea,Obsessed (with Charlie Puth & Shenseea),Funk Wav Bounces Vol. 2,album,0.733,0.74,1.0,-6.343,0.0333,0.246,3.3e-05,0.299,0.903,99.993,226497.0,26805427.0
7341,Shenseea,Shen Yeng Anthem,Shen Yeng Anthem,single,0.67,0.823,1.0,-2.24,0.295,0.14,0.0,0.311,0.655,105.739,141226.0,28640272.0
7342,Shenseea,Diana,Playboy,album,0.786,0.357,2.0,-7.735,0.0372,0.0695,8.37e-05,0.11,0.524,108.946,232156.0,7236212.0
7343,Shenseea,Slip N Slide (feat. Skillibeng & Shenseea),"More Love, Less Ego",album,0.871,0.66,4.0,-3.748,0.29,0.114,6.1e-05,0.0842,0.706,97.022,209667.0,3829102.0
7344,Shenseea,Can't Anymore,ALPHA,album,0.771,0.724,9.0,-5.372,0.0422,0.209,3.51e-06,0.281,0.77,102.991,155308.0,11406276.0
7345,Shenseea,Foreplay,Foreplay,single,0.699,0.645,10.0,-4.591,0.206,0.454,0.0,0.135,0.517,173.836,166160.0,13495603.0
7346,Shenseea,Blessed (with Tyga),ALPHA,album,0.858,0.735,1.0,-4.854,0.329,0.0344,1.41e-06,0.468,0.364,108.019,145813.0,54794800.0
